,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
43,7636.30,2776.36,2143.41,6380.19,4502.76,5955.61,1741.83,702.04,3238.61,4782.62,2245.05,4333.14,14873.08,4600.29,3234.45,5000.52,9830.24,5939.49,838.67,10005.78,1406.50,954.37,259.84,1669.98,43.15,230.06,6640.07,4199.42,4448.71,1093.45,791.19,193.50,218.07,114.53,1044.50,72.44,9335.19,90.98,7.00,3.89,0.23,12464.94,45014.92,33460.91,1312.04,887.47,4171.38,60.41,452.31,168.63,227.99,151.93,11575.63,28328.92,2782.83,6426.58,302.67,37.27,0.65,134.50,476.52
44,690.22,384.90,219.25,712.83,464.84,538.44,571.74,187.30,323.95,339.71,184.81,341.50,1106.39,316.34,223.93,350.44,677.45,426.78,60.69,792.74,103.36,77.69,19.70,119.10,3.07,16.31,490.50,348.94,468.70,100.87,97.38,41.39,68.09,69.78,214.18,10.80,7560.33,4781.62,77.87,35.23,1.12,2841.00,4706.76,2297.05,75030.53,25257.73,8820.60,248.78,744.86,91.62,172.72,184.80,1026.37,4992.23,584.21,4141.15,4430.71,1280.30,18.56,92.32,270.41
45,519.69,332.98,172.21,552.66,378.09,387.75,531.23,187.80,228.37,206.95,135.28,234.39,761.05,192.34,125.30,189.23,407.87,273.90,41.10,557.20,71.96,36.12,9.72,63.14,1.65,8.82,248.77,161.76,192.62,43.39,36.91,13.36,20.57,19.60,72.49,3.81,3058.62,7694.62,315.10,142.19,4.29,1729.01,2132.46,1251.97,20352.17,102699.07,9266.35,650.12,1379.73,122.78,262.77,322.64,469.14,1902.83,204.77,1290.25,17737.41,4233.40,70.27,26.39,77.56
46,2862.42,1838.90,951.79,3044.89,2092.41,2110.04,2928.42,1007.77,1224.76,1050.45,743.58,1264.39,4143.49,1012.76,630.64,916.97,2111.65,1448.30,223.57,3034.39,394.22,163.44,46.70,311.44,8.39,44.91,1201.33,702.65,741.34,182.18,132.85,36.31,46.33,31.90,203.31,12.46,7466.30,715.36,82.94,43.42,2.11,7876.63,8113.90,5547.95,6700.83,8736.20,51283.67,654.31,3423.66,531.47,966.66,931.41,1922.61,5883.68,577.57,2447.53,3716.18,406.54,7.23,43.05,134.45
47,83.86,60.31,28.61,84.74,68.38,55.33,82.83,37.02,29.16,22.99,21.97,32.87,118.07,26.40,14.75,19.72,50.90,35.94,6.47,83.64,12.00,3.45,1.08,7.22,0.22,1.15,27.34,13.75,13.48,3.59,2.38,0.60,0.74,0.51,3.31,0.22,119.28,60.60,38.30,21.75,1.08,137.34,138.41,99.71,234.53,760.64,812.00,338.96,502.39,34.97,86.62,118.49,35.02,95.68,9.33,39.16,1094.76,73.95,1.19,0.69,2.14
48,863.91,625.08,294.69,852.06,716.29,552.50,785.47,381.08,279.64,217.76,227.97,330.28,1223.67,270.76,146.92,189.37,507.63,358.79,67.49,855.06,126.26,33.58,10.86,72.15,2.24,11.93,272.91,127.58,120.01,33.93,21.22,4.81,5.53,3.35,26.03,1.87,740.51,134.93,68.65,43.34,2.74,1078.83,1122.66,830.60,781.28,1796.02,4727.09,558.95,5387.60,374.76,923.97,1242.44,306.23,733.71,71.16,248.05,1834.49,131.56,2.21,4.39,14.15
49,679.17,490.55,230.66,631.33,579.26,408.25,451.48,282.22,188.96,148.31,182.18,249.25,979.64,214.56,111.54,135.30,383.40,269.58,54.65,666.31,103.49,25.01,8.49,55.39,1.82,9.64,209.71,87.81,78.69,24.32,14.14,2.85,2.99,1.54,14.59,1.22,262.32,17.47,7.19,4.92,0.38,495.82,608.46,447.37,138.84,230.90,1060.10,56.21,541.40,313.49,396.83,219.26,190.29,378.94,37.47,100.25,187.09,14.16,0.24,1.88,6.45
50,556.43,401.82,188.94,518.96,475.96,335.45,399.57,233.39,157.55,123.12,149.49,204.34,804.31,176.01,91.37,111.35,314.18,221.01,44.97,545.81,85.52,20.50,6.96,45.38,1.50,7.94,171.78,72.53,65.42,19.98,11.71,2.41,2.57,1.38,12.48,1.01,256.90,23.99,12.01,8.29,0.63,455.95,528.55,391.39,169.36,319.76,1247.71,90.10,863.77,256.79,668.12,360.48,160.07,331.76,32.57,93.39,294.13,21.35,0.36,1.72,5.78
51,230.37,166.92,78.46,221.48,194.25,143.19,191.10,100.08,70.12,54.51,61.32,86.27,329.34,72.37,38.37,48.14,132.36,93.43,18.30,226.79,34.55,8.67,2.88,18.93,0.61,3.23,71.62,31.86,29.36,8.60,5.21,1.13,1.26,0.72,6.01,0.46,151.06,21.71,11.94,7.94,0.55,239.92,258.75,192.30,133.61,289.48,886.41,90.87,856.38,104.61,265.79,364.62,73.71,165.76,16.12,51.90,295.08,20.93,0.35,0.93,3.05
52,6131.12,1384.13,1402.93,3285.49,3284.81,3826.26,541.76,254.15,1464.19,4031.73,2396.00,4000.31,22847.25,12642.89,10640.14,15239.55,20686.35,7870.42,1580.68,10529.16,2638.00,4896.72,1241.58,6880.51,185.86,974.32,30256.63,22058.10,24919.45,5984.92,4414.03,972.64,963.94,383.91,4715.08,396.76,3951.15,30.06,1.92,1.09,0.07,3417.40,50962.35,9146.59,463.23,262.77,1142.22,16.76,131.77,56.68,73.68,46.02,64908.81,67025.34,9755.77,8733.10,83.11,10.87,0.19,338.66,1468.62
53,3259.12,875.37,799.71,2089.92,1774.70,2259.12,468.66,192.03,1016.29,2361.56,1159.09,2090.91,10094.29,5250.95,4449.07,6355.21,8866.87,3744.45,669.95,5194.17,1113.60,2791.96,667.79,3128.66,92.84,477.62,14988.14,11306.43,18755.93,3966.89,3917.79,1255.11,1532.61,809.69,7025.64,403.55,7291.13,57.72,2.28,1.19,0.06,3820.77,58109.61,8995.04,905.41,428.29,1404.65,18.41,126.86,45.35,61.36,41.58,26933.81,203387.02,19720.18,26326.36,111.78,17.79,0.30,872.91,3321.43
54,812.35,199.29,191.36,476.77,436.90,533.59,98.41,41.25,226.09,566.76,309.94,528.60,2995.21,1977.05,1722.07,2098.30,2751.75,1017.88,216.97,1367.15,366.66,1921.82,451.06,1542.25,58.37,289.42,8667.94,5699.55,14241.53,3159.42,3946.46,1522.71,1900.00,930.93,8534.36,450.45,1651.44,14.65,0.48,0.25,0.01,792.34,12395.78,1889.87,226.62,98.57,294.91,3.84,26.32,9.59,12.88,8.65,8384.77,42177.55,24455.24,10616.29,24.23,4.16,0.07,830.41,3661.47
55,1230.34,391.15,321.24,911.43,689.14,910.55,285.49,104.23,460.23,892.14,406.10,763.67,3273.47,1573.71,1326.97,1928.38,2773.16,1267.16,209.01,1832.60,346.31,955.23,224.67,948.22,30.03,152.27,4733.85,3495.75,6950.43,1496.16,1883.19,954.87,1522.58,1240.80,4734.20,234.96,8841.59,116.75,2.60,1.26,0.06,2616.38,23829.17,4695.30,1728.15,668.22,1344.49,17.33,98.69,27.61,39.75,29.96,8074.91,60576.03,11421.21,95601.99,141.88,29.80,0.46,1680.92,5202.84
56,344.16,242.17,116.93,358.41,271.37,238.25,362.75,147.85,132.18,108.24,89.38,141.16,483.83,111.41,65.88,93.19,224.66,157.03,26.26,349.58,47.79,16.41,4.81,32.28,0.91,4.84,123.41,69.99,74.47,18.14,13.47,4.07,5.75,4.92,22.76,1.29,978.17,2931.47,1661.27,755.12,22.64,786.09,828.53,553.13,4625.00,22978.00,5106.29,1212.16,1825.66,128.88,313.12,426.04,192.22,643.38,65.21,354.88,95062.26,5900.06,76.71,6.73,19.99
57,55.41,37.25,18.60,58.80,41.75,40.28,58.79,22.06,23.31,20.36,14.36,24.08,79.29,19.30,12.23,18.22,40.46,27.60,4.28,58.01,7.60,3.41,0.93,6.10,0.16,0.86,23.84,15.20,17.97,4.06,3.46,1.31,2.12,2.24,6.98,0.36,287.54,3637.91,410.83,202.36,4.59,166.21,199.20,119.00,2335.33,9583.15,976.14,143.07,228.78,17.05,39.71,52.82,43.92,178.88,19.55,130.24,10309.87,14000.90,48.52,2.91,8.51
58,0.63,0.42,0.21,0.67,0.48,0.46,0.67,0.25,0.27,0.23,0.16,0.28,0.91,0.22,0.14,0.21,0.46,0.32,0.05,0.66,0.09,0.04,0.01,0.07,0.00,0.01,0.27,0.17,0.20,0.04,0.04,0.01,0.02,0.02,0.07,0.00,3.06,20.82,1.96,0.89,0.02,1.88,2.20,1.34,21.74,102.19,11.15,1.48,2.47,0.19,0.43,0.57,0.49,1.91,0.20,1.29,86.11,31.17,0.55,0.03,0.08
59,41.78,11.32,10.20,26.94,22.68,28.83,7.00,2.67,13.27,30.15,15.27,26.94,142.67,94.71,82.51,99.15,130.48,49.94,10.24,67.96,17.31,138.89,34.33,81.90,4.23,19.77,525.06,288.00,927.81,275.22,566.57,651.93,1399.19,1538.24,1439.13,110.92,200.89,3.84,0.06,0.03,0.00,62.97,763.58,126.93,49.77,17.65,30.55,0.39,2.26,0.67,0.94,0.69,404.51,2594.57,1154.04,2171.37,3.48,0.86,0.01,2113.95,6188.80
60,168.15,42.43,39.87,101.44,90.51,111.73,23.82,9.39,49.05,118.35,64.37,109.36,640.08,483.78,417.96,455.78,591.96,211.44,48.47,283.20,83.18,1005.58,266.00,478.57,32.58,145.96,3434.12,1538.03,5747.67,2160.63,5372.63,9177.98,22183.15,24580.06,10269.75,1343.78,621.27,11.21,0.18,0.09,0.00,209.49,2811.10,447.05,144.90,51.58,94.84,1.22,7.23,2.28,3.16,2.26,1743.69,9813.57,5058.10,6680.86,10.26,2.50,0.04,6151.93,103937.37
