JDBH_x,JDBH_y,flow,avg_dis,avg_time
440303001,440303001,4024,1.21,11.87
440303001,440303002,1513,3.47,10.08
440303001,440303003,1609,1.69,9.43
440303001,440303004,1345,3.12,16.67
440303001,440303005,5346,1.67,11.32
440303001,440303006,2512,1.96,12.68
440303001,440303007,451,6.79,16.49
440303001,440303008,412,7.26,17.39
440303001,440303009,337,4.39,13.81
440303001,440303010,993,3.59,13.65
440303001,440304001,2517,1.7,10.4
440303001,440304002,1897,1.84,10.77
440303001,440304004,8586,4.51,15.69
440303001,440304005,2577,8.16,22.19
440303001,440304006,1192,8.92,21.26
440303001,440304007,1091,5.73,20.21
440303001,440304008,3175,5.51,18.7
440303001,440304009,1645,3.13,12.29
440303001,440304010,500,6.44,27.82
440303001,440304011,5919,1.91,10.22
440303001,440304400,470,6.96,26.31
440303001,440305001,490,18.85,37.52
440303001,440305002,316,19.98,39.69
440303001,440305003,957,13.27,29.33
440303001,440305005,135,19.09,39.29
440303001,440305006,350,20.17,36.31
440303001,440305007,3787,16.98,35.72
440303001,440305008,404,13.87,45.86
440303001,440305009,523,17.2,46.77
440303001,440306017,258,21.28,42.75
440303001,440306018,279,25.89,47.57
440303001,440306020,111,34.58,54.6
440303001,440306022,62,35.87,54.21
440303001,440306024,52,36.88,70.03
440303001,440306026,52,22.99,39.09
440303001,440306400,393,31.89,42.29
440303001,440307003,162,14.18,32.05
440303001,440307006,19,32.59,51.46
440303001,440307009,61,32.31,56.08
440303001,440307010,50,40.41,60.22
440303001,440307011,11,45.71,60.69
440303001,440307012,593,8.92,32.46
440303001,440307013,814,10.82,35.66
440303001,440307014,915,6.88,26.58
440303001,440307015,250,22.47,43.57
440303001,440307016,128,26.01,60.63
440303001,440307017,305,14.39,37.46
440303001,440308001,145,21.65,41.96
440303001,440308002,149,16.18,31.62
440303001,440308003,58,12.48,29.67
440303001,440308004,78,13.66,22.29
440303001,440308400,46,14.9,30
440303001,440309002,587,10.53,42.9
440303001,440309003,611,14.41,38.25
440303001,440309004,147,16.59,62.13
440303001,440309006,153,20.81,38.77
440303001,440310001,77,30.6,59.07
440303001,440310005,19,36.24,66.48
440303001,440311001,41,24.71,56.74
440303001,440311002,50,32.25,68.69
440303001,441303008,2,37.19,37.48
440303001,441900116,1,23.18,22.85
440303002,440303001,8297,3.53,11.1
440303002,440303002,3161,1.56,12.79
440303002,440303003,3529,2.39,10.98
440303002,440303004,4798,1.89,12.75
440303002,440303005,10186,3,9.82
440303002,440303006,2708,3.07,10.24
440303002,440303007,1727,3.11,13.18
440303002,440303008,2044,3.34,13.93
440303002,440303009,1206,3.44,17.91
440303002,440303010,885,4.81,14.48
440303002,440304001,1302,5.23,16.39
440303002,440304002,1318,4.7,14.15
440303002,440304004,6778,8.32,24.87
440303002,440304005,2286,11.86,31.15
440303002,440304006,1308,12.46,26.53
440303002,440304007,1082,8.86,32.58
440303002,440304008,2713,9.03,25.99
440303002,440304009,1754,6.7,23.21
440303002,440304010,382,10.13,27.41
440303002,440304011,4526,5.38,14.14
440303002,440304400,502,10.54,34.19
440303002,440305001,482,22.43,45.13
440303002,440305002,392,24.28,52.99
440303002,440305003,780,16.66,32.09
440303002,440305005,135,22.27,34.39
440303002,440305006,330,23.86,50.58
440303002,440305007,3160,20.63,46.03
440303002,440305008,566,16.4,50.27
440303002,440305009,765,20.59,40.77
440303002,440306017,471,25.04,49.06
440303002,440306018,388,28.74,48.17
440303002,440306020,77,36.56,61.69
440303002,440306022,37,38.29,74.13
440303002,440306024,41,39.42,70.08
440303002,440306026,61,25.04,61.67
440303002,440306400,113,34.61,61.9
440303002,440307003,252,13.05,45.81
440303002,440307006,24,28.23,80.78
440303002,440307009,159,29.3,43.45
440303002,440307010,84,39.42,62.92
440303002,440307011,7,39.35,81.73
440303002,440307012,776,7.34,31.64
440303002,440307013,1089,11.93,34.14
440303002,440307014,1159,6.72,22.33
440303002,440307015,286,20.03,50.53
440303002,440307016,170,22.37,46.81
440303002,440307017,473,12.14,35.88
440303002,440308001,135,18.17,32.32
440303002,440308002,423,12.66,31.91
440303002,440308003,190,8.5,18.86
440303002,440308004,491,9.97,27.13
440303002,440308400,248,11.4,25.02
440303002,440309002,636,13.16,32.18
440303002,440309003,503,15.34,41.82
440303002,440309004,63,19.44,72.76
440303002,440309006,242,19.16,43.61
440303002,440310001,107,27.09,58.78
440303002,440310005,18,32.03,46.72
440303002,440311001,9,28.88,71.06
440303002,440311002,62,32.26,80.36
440303002,441303002,1,32.91,32.32
440303003,440303001,3598,1.67,10.49
440303003,440303002,1521,2.27,11.18
440303003,440303003,441,0.85,13.66
440303003,440303004,1316,2.01,13.2
440303003,440303005,4587,1.77,10.16
440303003,440303006,967,1.89,10.97
440303003,440303007,348,3.85,11.55
440303003,440303008,356,5.8,15.57
440303003,440303009,305,3.29,10.59
440303003,440303010,469,3.37,19.1
440303003,440304001,582,3.14,14.61
440303003,440304002,638,2.81,11.35
440303003,440304004,2410,6.18,23
440303003,440304005,755,9.91,27.87
440303003,440304006,315,10.79,28.35
440303003,440304007,340,7.22,21
440303003,440304008,991,6.88,19.15
440303003,440304009,513,4.82,15.01
440303003,440304010,157,7.81,25.6
440303003,440304011,1753,3.44,14.22
440303003,440304400,139,8.82,30.97
440303003,440305001,164,20.21,34.6
440303003,440305002,146,21.45,40.46
440303003,440305003,333,14.77,37.49
440303003,440305005,30,20.05,45.59
440303003,440305006,127,21.65,35.17
440303003,440305007,1134,18.41,40.16
440303003,440305008,208,14.91,32.41
440303003,440305009,249,18.13,38.61
440303003,440306017,112,22.7,44.66
440303003,440306018,115,26.86,51.07
440303003,440306020,43,35.22,63.25
440303003,440306022,24,36.27,52.38
440303003,440306024,15,38.33,58.11
440303003,440306026,24,23.52,52.23
440303003,440306400,140,32.55,55.02
440303003,440307003,136,13.44,35.4
440303003,440307006,3,31.87,57.28
440303003,440307009,43,31.26,57.27
440303003,440307010,73,40.98,66.74
440303003,440307011,9,38.56,48.12
440303003,440307012,364,8.2,22.26
440303003,440307013,361,11.2,33.59
440303003,440307014,591,6.5,19.24
440303003,440307015,112,21.41,44.24
440303003,440307016,35,24.39,37.85
440303003,440307017,207,13.22,27.4
440303003,440308001,61,20.25,37.71
440303003,440308002,60,14.92,33.71
440303003,440308003,32,10.92,16.75
440303003,440308004,79,11.82,39.73
440303003,440308400,41,12.82,43.29
440303003,440309002,366,11.33,27.75
440303003,440309003,206,14.55,35.51
440303003,440309004,52,17.05,69.19
440303003,440309006,44,19.71,66.83
440303003,440310001,58,29.18,65.9
440303003,440310005,5,34.73,58.69
440303003,440311001,2,28.08,49.75
440303003,440311002,34,31.59,59.98
440303003,441900117,11,13.28,21.82
440303004,440303001,3401,3.25,10.45
440303004,440303002,2309,1.89,12.54
440303004,440303003,1528,2.1,10.71
440303004,440303004,3719,1.1,8.92
440303004,440303005,3550,3.38,10.99
440303004,440303006,2290,2.11,11.28
440303004,440303007,1310,2.47,9.49
440303004,440303008,614,4.61,11.9
440303004,440303009,1633,1.67,9.23
440303004,440303010,1085,2.92,12.17
440303004,440304001,682,4.72,20.13
440303004,440304002,1357,3.51,11.36
440303004,440304004,4376,7.63,24.56
440303004,440304005,1460,11.27,29.24
440303004,440304006,722,11.76,31.16
440303004,440304007,784,7.73,28.16
440303004,440304008,1769,8,24.58
440303004,440304009,1143,5.72,18.8
440303004,440304010,308,9.59,35.51
440303004,440304011,2233,4.62,15.84
440303004,440304400,294,10.25,42.34
440303004,440305001,470,21.02,44.62
440303004,440305002,311,22.57,34.89
440303004,440305003,317,15.84,44.7
440303004,440305005,122,21.68,26.99
440303004,440305006,270,23.3,42.84
440303004,440305007,2449,19.55,40.93
440303004,440305008,538,15.58,33.46
440303004,440305009,758,19.29,37.08
440303004,440306017,353,23.51,41.99
440303004,440306018,200,27.65,61.21
440303004,440306020,87,34.66,51.74
440303004,440306022,90,34.88,50.22
440303004,440306024,155,36.37,68.38
440303004,440306026,93,23.51,43.43
440303004,440306400,92,33.06,65.36
440303004,440307003,346,12.09,31.57
440303004,440307006,12,28.93,59.19
440303004,440307009,28,29.24,36.7
440303004,440307010,96,39.26,50.86
440303004,440307011,9,38.76,53.88
440303004,440307012,1064,6.69,26.81
440303004,440307013,1012,10.9,31.9
440303004,440307014,1220,5.09,17.97
440303004,440307015,274,19.38,44.7
440303004,440307016,165,22.84,40.41
440303004,440307017,482,11.16,29.73
440303004,440308001,39,19.24,30.46
440303004,440308002,213,13.2,24.95
440303004,440308003,98,10.18,17.33
440303004,440308004,130,11.57,34.73
440303004,440308400,81,11.69,21.3
440303004,440309002,381,10.97,37.28
440303004,440309003,616,13.76,34.03
440303004,440309004,155,15.99,40.45
440303004,440309006,218,17.17,47.41
440303004,440310001,63,25.93,42.01
440303004,440310005,8,31.44,62.21
440303004,440311001,86,29.34,54.79
440303004,440311002,846,32.11,37.2
440303004,441303008,1,33.78,52.03
440303005,440303001,3548,1.65,9.42
440303005,440303002,2656,2.75,11.64
440303005,440303003,1388,1.61,11.95
440303005,440303004,1205,3.21,11.36
440303005,440303005,2983,1.2,9.26
440303005,440303006,1282,2.89,12.66
440303005,440303007,644,6.24,17.79
440303005,440303008,611,6.3,18.46
440303005,440303009,277,4.86,20.63
440303005,440303010,448,4.79,19.23
440303005,440304001,1089,2.41,11.63
440303005,440304002,515,3.24,13.8
440303005,440304004,5098,5.56,19.76
440303005,440304005,997,9.25,29.17
440303005,440304006,447,10.14,27
440303005,440304007,509,7.74,28.75
440303005,440304008,1104,6.86,21.33
440303005,440304009,462,4.38,16.2
440303005,440304010,199,7.1,29.67
440303005,440304011,1949,3.07,11.19
440303005,440304400,142,7.41,26.44
440303005,440305001,250,19.93,51.65
440303005,440305002,213,20.93,55.16
440303005,440305003,629,14.17,25.56
440303005,440305005,123,19.24,43.59
440303005,440305006,371,20.88,47.93
440303005,440305007,1539,18.05,40.28
440303005,440305008,283,15.33,38.48
440303005,440305009,231,18.35,38.52
440303005,440306017,159,22.4,53.9
440303005,440306018,277,26.79,50.98
440303005,440306020,101,35.26,66.33
440303005,440306022,110,37.17,63.99
440303005,440306024,70,38.48,76.49
440303005,440306026,54,24.68,58.32
440303005,440306400,405,33.03,51.93
440303005,440307003,157,16.43,50.97
440303005,440307006,27,32.28,56.36
440303005,440307009,36,32.14,43.75
440303005,440307010,76,39.03,54.83
440303005,440307011,11,42.95,78.93
440303005,440307012,749,9.14,33.44
440303005,440307013,387,12.39,45.77
440303005,440307014,1255,7.57,27.89
440303005,440307015,138,22.63,43.24
440303005,440307016,142,26.51,74.39
440303005,440307017,274,15.08,51.18
440303005,440308001,127,21.09,40.77
440303005,440308002,42,15.34,26.08
440303005,440308003,113,11.47,23.4
440303005,440308004,69,12.45,33.16
440303005,440308400,37,15.41,24.85
440303005,440309002,387,12.11,33.75
440303005,440309003,284,16,42.85
440303005,440309004,75,17.99,80.26
440303005,440309006,136,20.13,60.97
440303005,440310001,73,29.54,61.79
440303005,440310005,33,36.07,86.05
440303005,440311001,11,28.37,65.24
440303005,440311002,57,33.33,75.21
440303005,441303008,1,37.14,122.32
440303005,441900117,1,18.11,76.13
440303006,440303001,6953,2.23,10.4
440303006,440303002,1654,3.02,12.95
440303006,440303003,1331,1.93,11.92
440303006,440303004,3038,1.92,9.07
440303006,440303005,4018,2.87,10.44
440303006,440303006,3297,1.22,10.34
440303006,440303007,766,3.73,13.41
440303006,440303008,310,5.98,21.39
440303006,440303009,1219,2.12,8.07
440303006,440303010,2543,1.92,10.43
440303006,440304001,1261,3.41,11.91
440303006,440304002,4387,1.83,9.18
440303006,440304004,6458,5.92,22.13
440303006,440304005,2384,9.33,28.23
440303006,440304006,787,9.65,29.22
440303006,440304007,1476,5.87,19.25
440303006,440304008,2381,6.38,23.66
440303006,440304009,1991,3.78,14.88
440303006,440304010,421,7.84,26.11
440303006,440304011,5233,2.98,12.49
440303006,440304400,478,8.74,34.9
440303006,440305001,435,19.66,42.13
440303006,440305002,227,21.29,43.73
440303006,440305003,456,13.93,30.41
440303006,440305005,39,19.51,31.91
440303006,440305006,222,21.57,51.59
440303006,440305007,2711,17.84,43.85
440303006,440305008,446,13.89,34.28
440303006,440305009,663,17.23,42.64
440303006,440306017,323,22.13,48.19
440303006,440306018,249,25.58,46.37
440303006,440306020,101,32.52,54.52
440303006,440306022,37,35.38,72.6
440303006,440306024,37,36.9,75.66
440303006,440306026,58,21.99,38.36
440303006,440306400,145,31.54,58.75
440303006,440307003,557,12.14,25.63
440303006,440307006,14,29.7,48.3
440303006,440307009,14,30.97,38.8
440303006,440307010,53,40.65,77.25
440303006,440307011,9,42.45,83.82
440303006,440307012,873,7.59,25.62
440303006,440307013,977,9.22,34.77
440303006,440307014,1372,5.07,16.89
440303006,440307015,210,20.93,46.47
440303006,440307016,177,23.78,52.99
440303006,440307017,360,12.73,37.15
440303006,440308001,68,20.46,39.86
440303006,440308002,194,15.03,40.66
440303006,440308003,25,12.08,20.33
440303006,440308004,35,12.58,28.85
440303006,440308400,110,14.01,29.58
440303006,440309002,630,10.02,34.75
440303006,440309003,504,13.06,44.12
440303006,440309004,150,15.86,36.64
440303006,440309006,253,16.54,56.62
440303006,440310001,77,28.3,63.9
440303006,440310005,12,34.46,88.58
440303006,440311001,4,28.22,63.63
440303006,440311002,35,32.02,67.1
440303006,441303008,1,35.39,50.68
440303006,441900116,23,21.8,31.96
440303007,440303001,2896,6.21,19.17
440303007,440303002,2190,3.73,12.75
440303007,440303003,1223,6.37,18.96
440303007,440303004,4145,2.75,11.35
440303007,440303005,3115,6.73,22.95
440303007,440303006,1698,4.52,16.54
440303007,440303007,2276,3.03,15.13
440303007,440303008,615,3.48,21.42
440303007,440303009,1463,2.28,10.84
440303007,440303010,710,4.85,15.09
440303007,440304001,360,7.86,23.79
440303007,440304002,832,5.93,14
440303007,440304004,2455,10.16,30.71
440303007,440304005,1210,13.7,37.08
440303007,440304006,468,14.33,31.22
440303007,440304007,376,10.22,36.9
440303007,440304008,1211,10.59,28.3
440303007,440304009,689,8.14,23.35
440303007,440304010,212,11.81,28.27
440303007,440304011,1877,7.28,24.34
440303007,440304400,225,12.81,37.14
440303007,440305001,225,23.31,41.55
440303007,440305002,123,25.28,62.32
440303007,440305003,201,18.24,35.47
440303007,440305005,48,23.53,48.02
440303007,440305006,116,26.24,58.47
440303007,440305007,2150,22.36,56.96
440303007,440305008,332,16.61,34.05
440303007,440305009,312,21.11,38.12
440303007,440306017,174,25.09,40.4
440303007,440306018,86,30.11,62.21
440303007,440306020,24,36.35,64.74
440303007,440306022,16,38.93,63.1
440303007,440306024,65,37.11,78.19
440303007,440306026,72,25.84,58.72
440303007,440306400,53,34.72,63.8
440303007,440307003,370,9.99,28.3
440303007,440307006,9,25.29,39.89
440303007,440307009,35,28.44,45.19
440303007,440307010,56,36.57,74.79
440303007,440307011,9,42.93,82.57
440303007,440307012,1647,4.06,18.85
440303007,440307013,1111,10.28,33.24
440303007,440307014,1843,4.09,13.7
440303007,440307015,221,15.71,40.77
440303007,440307016,174,17.71,33.22
440303007,440307017,704,6.82,25.89
440303007,440308001,72,15.71,33.88
440303007,440308002,202,10.06,30.3
440303007,440308003,118,8.23,26.65
440303007,440308004,140,10,21.07
440303007,440308400,70,9.67,18.51
440303007,440309002,382,12.43,32.04
440303007,440309003,363,14.01,41.57
440303007,440309004,49,17.69,42.62
440303007,440309006,120,17.75,43.96
440303007,440310001,137,22.79,46.44
440303007,440310005,15,27.53,50.12
440303007,440311001,19,28.67,41.34
440303007,440311002,54,30.87,49
440303007,441303002,1,34.28,35.05
440303007,441303008,2,30.52,41.58
440303008,440303001,3666,7.12,20.19
440303008,440303002,4955,3.72,13.99
440303008,440303003,1525,5.78,17.22
440303008,440303004,2498,4.77,12.96
440303008,440303005,4683,6.46,19.06
440303008,440303006,1836,6.57,17.43
440303008,440303007,1059,3.34,11.64
440303008,440303008,2812,1.66,11.73
440303008,440303009,525,5.32,18.34
440303008,440303010,536,7.88,21.44
440303008,440304001,739,8.83,20.7
440303008,440304002,600,8.17,24.16
440303008,440304004,2892,11.97,29.95
440303008,440304005,1485,15.48,39.39
440303008,440304006,462,16.13,38.89
440303008,440304007,413,12.03,33.73
440303008,440304008,1141,12.82,35.72
440303008,440304009,754,10.03,28.38
440303008,440304010,224,13.54,30.74
440303008,440304011,1858,9.01,24.83
440303008,440304400,277,14.19,40.29
440303008,440305001,248,25.57,54.19
440303008,440305002,211,27.33,51.35
440303008,440305003,267,20.72,47.96
440303008,440305005,36,26.53,49.77
440303008,440305006,192,27.25,54.43
440303008,440305007,1603,24.06,46.85
440303008,440305008,210,20.1,43.72
440303008,440305009,654,24.13,47.34
440303008,440306017,147,27.56,48.89
440303008,440306018,118,33.02,66.47
440303008,440306020,44,40.42,70.04
440303008,440306022,26,41.35,98.2
440303008,440306024,12,41.85,86.08
440303008,440306026,21,28.17,61.52
440303008,440306400,59,37.49,76.12
440303008,440307003,198,12.13,34.04
440303008,440307006,19,25.51,81.78
440303008,440307009,98,26.82,49.44
440303008,440307010,147,36.03,51.48
440303008,440307012,311,6.89,32.18
440303008,440307013,503,13.56,37.34
440303008,440307014,485,7.48,23.56
440303008,440307015,121,17.08,48.2
440303008,440307016,115,19.15,49.87
440303008,440307017,290,9.5,41.54
440303008,440308001,201,14.58,27.81
440303008,440308002,738,8.98,20.45
440303008,440308003,564,5.78,14.27
440303008,440308004,539,6.47,18.54
440303008,440308400,395,8.03,16.36
440303008,440309002,226,16.2,34.97
440303008,440309003,310,17,48.42
440303008,440309004,58,21.6,58.45
440303008,440309006,98,19.65,50.76
440303008,440310001,140,24.77,35.88
440303008,440310005,20,25.64,51.25
440303008,440311001,21,28.75,44.29
440303008,440311002,54,33.83,72.86
440303008,441303008,6,29.22,127.3
440303008,441900117,20,11,46.42
440303009,440303001,2458,4.49,13.25
440303009,440303002,1212,3.68,17.49
440303009,440303003,1041,3.83,15.35
440303009,440303004,4694,1.98,10.83
440303009,440303005,1953,5.04,16.49
440303009,440303006,2691,2.68,10.77
440303009,440303007,1259,2.25,13.91
440303009,440303008,139,5.16,17.89
440303009,440303009,1106,1.2,13.8
440303009,440303010,1496,2.07,16.7
440303009,440304001,479,5.7,17.01
440303009,440304002,972,3.77,12.23
440303009,440304004,2911,8.09,25.68
440303009,440304005,1291,11.29,48.02
440303009,440304006,687,11.71,45.07
440303009,440304007,416,7.1,23.59
440303009,440304008,1249,8.25,25.12
440303009,440304009,822,5.9,17.99
440303009,440304010,193,10.2,32.04
440303009,440304011,2117,5.4,20.88
440303009,440304400,255,11.16,34.56
440303009,440305001,226,21.08,40.9
440303009,440305002,110,23.49,39.58
440303009,440305003,237,15.91,39.53
440303009,440305005,31,21.2,48.83
440303009,440305006,161,23.2,57.3
440303009,440305007,1230,19.51,43.22
440303009,440305008,403,14.84,36.22
440303009,440305009,394,18.61,55.8
440303009,440306017,282,23.03,40.09
440303009,440306018,167,27.28,54.81
440303009,440306020,31,33.17,93.3
440303009,440306022,56,35.62,73.36
440303009,440306024,32,35.48,58.54
440303009,440306026,30,22,46.85
440303009,440306400,60,32.17,51.92
440303009,440307003,1051,8.87,21.64
440303009,440307006,36,27.53,60.79
440303009,440307009,73,31.99,58.45
440303009,440307010,49,39.17,59.96
440303009,440307011,2,44.04,88.75
440303009,440307012,1137,5.2,24.28
440303009,440307013,820,8.56,38.93
440303009,440307014,2254,2.71,13.63
440303009,440307015,278,18.12,36.58
440303009,440307016,134,22.07,60.01
440303009,440307017,526,10.47,40.65
440303009,440308001,18,19.69,62.42
440303009,440308002,84,13.31,28.65
440303009,440308003,20,11.16,30.49
440303009,440308004,69,11.89,19.41
440303009,440308400,55,13.2,30.02
440303009,440309002,448,9.53,30.17
440303009,440309003,237,11.16,36.53
440303009,440309004,93,15.44,39.45
440303009,440309006,152,15.87,37.35
440303009,440310001,83,26.6,45.59
440303009,440310005,24,33.24,58.76
440303009,440311001,19,23.62,34.23
440303009,440311002,28,29.52,73.44
440303009,441303002,1,37.03,85.1
440303009,441900117,4,11.88,105.77
440303010,440303001,4456,3.65,12.66
440303010,440303002,1323,5.22,18.8
440303010,440303003,1437,3.81,23.78
440303010,440303004,2602,2.93,13.02
440303010,440303005,2377,4.85,16.16
440303010,440303006,5033,2.29,12.57
440303010,440303007,610,4.23,18.42
440303010,440303008,245,7.35,26.46
440303010,440303009,1541,2.22,13.6
440303010,440303010,3445,1.88,13.83
440303010,440304001,1310,3.99,13.69
440303010,440304002,4563,2.21,9.82
440303010,440304004,6599,5.77,22.39
440303010,440304005,2344,8.88,27.92
440303010,440304006,1521,8.52,23.83
440303010,440304007,2271,3.97,13.88
440303010,440304008,3101,5.52,20.06
440303010,440304009,3367,3.31,11.91
440303010,440304010,293,8.24,29.25
440303010,440304011,6923,3.56,14.98
440303010,440304400,507,9.06,26.32
440303010,440305001,554,18.14,35.13
440303010,440305002,369,20.15,57.49
440303010,440305003,687,13.14,33.97
440303010,440305005,73,18.75,39.52
440303010,440305006,174,20.68,49.56
440303010,440305007,3296,16.65,41.78
440303010,440305008,615,12.61,31.21
440303010,440305009,918,16.03,36.31
440303010,440306017,404,20.55,42.17
440303010,440306018,345,24.31,49.33
440303010,440306020,97,32.47,65.17
440303010,440306022,54,32.68,65.06
440303010,440306024,42,34,69.76
440303010,440306026,61,20.87,53.83
440303010,440306400,65,29.75,65.8
440303010,440307003,711,11.18,28.79
440303010,440307006,35,29.2,66.58
440303010,440307009,20,29.93,67.27
440303010,440307010,18,43.42,46.02
440303010,440307011,1,41.28,41.83
440303010,440307012,1029,6.31,21.74
440303010,440307013,1106,7.67,31.66
440303010,440307014,2546,3.48,13.35
440303010,440307015,174,20.05,35.01
440303010,440307016,154,23.23,49.95
440303010,440307017,310,12.73,32.28
440303010,440308001,22,22.71,39.48
440303010,440308002,98,16.29,44.51
440303010,440308003,54,13.09,21.22
440303010,440308004,61,14.08,30.3
440303010,440308400,68,15.37,29.51
440303010,440309002,901,7.86,28.48
440303010,440309003,686,10.94,40.62
440303010,440309004,224,14.15,54.32
440303010,440309006,380,15.26,33.3
440303010,440310001,211,28.75,61.37
440303010,440310005,54,35.69,50.7
440303010,440311001,14,26.68,41.89
440303010,440311002,95,28.38,59.49
440303010,441303008,3,36.8,16.34
440303010,441900117,3,13.3,30.9
440304001,440303001,1479,1.73,8.5
440304001,440303002,407,5.53,21.07
440304001,440303003,247,3.11,14.22
440304001,440303004,210,4.71,13.17
440304001,440303005,1590,2.25,9
440304001,440303006,443,3.13,15.66
440304001,440303007,106,8.12,22.59
440304001,440303008,64,8.68,25.77
440304001,440303009,73,5.97,23.88
440304001,440303010,284,4.45,17.74
440304001,440304001,1026,1.08,11.62
440304001,440304002,735,2.42,7.65
440304001,440304004,4586,2.75,12.08
440304001,440304005,1088,6.44,21.58
440304001,440304006,581,7.21,21.26
440304001,440304007,335,5.37,17.52
440304001,440304008,1540,4.19,14.32
440304001,440304009,1161,2,10.8
440304001,440304010,261,4.5,21.61
440304001,440304011,5260,1.53,9.8
440304001,440304400,284,5.1,12.9
440304001,440305001,227,17.58,39.18
440304001,440305002,203,18.41,45.61
440304001,440305003,315,11.55,40.53
440304001,440305005,15,18.23,42.69
440304001,440305006,144,18.57,32.82
440304001,440305007,1249,15.6,36.92
440304001,440305008,126,12.87,40.41
440304001,440305009,272,15.76,48.59
440304001,440306017,55,20.84,57.34
440304001,440306018,121,24.25,36.86
440304001,440306020,58,31.33,61.42
440304001,440306022,46,35,63.58
440304001,440306024,39,33.47,38.25
440304001,440306026,45,21.55,49.57
440304001,440306400,84,30.43,53.19
440304001,440307003,54,15.59,30.34
440304001,440307006,6,34.1,102.4
440304001,440307009,8,34.61,54.68
440304001,440307010,83,46.36,69.13
440304001,440307012,224,10.37,46.69
440304001,440307013,344,10.87,43.29
440304001,440307014,333,8.25,48.57
440304001,440307015,130,24.13,47.62
440304001,440307016,34,26.12,44.27
440304001,440307017,51,16.28,55.4
440304001,440308001,24,23.04,57.72
440304001,440308002,23,17.31,39.33
440304001,440308003,21,13.12,20.37
440304001,440308004,29,15.35,22.8
440304001,440308400,10,14.62,23.7
440304001,440309002,392,10.71,37.72
440304001,440309003,276,14.38,43.55
440304001,440309004,120,15.93,55.8
440304001,440309006,88,19.71,47.66
440304001,440310001,8,31.63,33.91
440304001,440311001,23,25.06,62.77
440304001,440311002,9,31.08,56.21
440304001,441303008,2,38.57,99.1
440304002,440303001,4092,2.06,9.58
440304002,440303002,382,4.93,21.13
440304002,440303003,366,2.7,10.06
440304002,440303004,556,3.5,10.64
440304002,440303005,785,2.98,14.62
440304002,440303006,1086,1.74,7.5
440304002,440303007,226,5.84,19.37
440304002,440303008,58,7.9,25.4
440304002,440303009,162,3.76,10.41
440304002,440303010,1095,2.31,11.11
440304002,440304001,1103,2.03,8.75
440304002,440304002,1046,0.92,9.32
440304002,440304004,6038,4.07,15.49
440304002,440304005,2082,7.52,23.72
440304002,440304006,1121,7.83,21.4
440304002,440304007,1476,4.21,9.76
440304002,440304008,3631,4.26,14.79
440304002,440304009,3055,2.02,9.98
440304002,440304010,384,6.38,21.97
440304002,440304011,6320,1.69,11.99
440304002,440304400,283,7.01,26.92
440304002,440305001,448,17.66,38.97
440304002,440305002,222,19.84,57.75
440304002,440305003,428,12.16,34.84
440304002,440305005,61,17.57,43.31
440304002,440305006,260,19.35,43.5
440304002,440305007,2188,15.96,37.98
440304002,440305008,271,12.21,30.51
440304002,440305009,842,15.79,33.7
440304002,440306017,246,20.08,36.95
440304002,440306018,229,24.52,43.14
440304002,440306020,39,32.95,57.17
440304002,440306022,33,34.73,68.56
440304002,440306024,20,35.55,57.18
440304002,440306026,86,21.01,56.58
440304002,440306400,78,29.48,66.28
440304002,440307003,252,14.36,27.32
440304002,440307006,11,31.7,60.08
440304002,440307009,4,34.98,88.36
440304002,440307010,308,46.39,67.35
440304002,440307011,2,45.83,104.62
440304002,440307012,219,8.51,28.16
440304002,440307013,1646,10.34,26.62
440304002,440307014,551,6.55,26.56
440304002,440307015,336,22.48,48.45
440304002,440307016,107,25.62,50.15
440304002,440307017,136,14.98,38.12
440304002,440308001,16,22.66,34.45
440304002,440308002,54,17.1,24.13
440304002,440308003,23,13.8,22.08
440304002,440308004,15,14.94,22.75
440304002,440308400,10,16.03,23.05
440304002,440309002,623,8.81,23.99
440304002,440309003,502,12.56,38.51
440304002,440309004,143,14.68,34.3
440304002,440309006,316,17.47,29.27
440304002,440310001,45,29.19,86.5
440304002,440310005,32,35.65,50.19
440304002,440311001,21,24.85,32.04
440304002,440311002,49,27.58,37.46
440304002,441303008,4,37.81,53.69
440304004,440303001,5955,4.41,15.47
440304004,440303002,1123,7.83,34.26
440304004,440303003,947,5.98,24.24
440304004,440303004,1409,7.28,27.18
440304004,440303005,3957,5.17,19.47
440304004,440303006,1900,5.55,21.9
440304004,440303007,304,10.65,40.87
440304004,440303008,277,11.58,25.52
440304004,440303009,512,7.92,26.09
440304004,440303010,1050,5.88,21.33
440304004,440304001,4925,2.39,9.97
440304004,440304002,2245,4.07,19.09
440304004,440304004,50997,1.64,10.53
440304004,440304005,18544,3.3,12.1
440304004,440304006,6532,4.59,14.67
440304004,440304007,4240,4.48,16.36
440304004,440304008,14293,2.59,10.25
440304004,440304009,6966,2.18,10.05
440304004,440304010,4084,2.14,11.03
440304004,440304011,20282,2.18,9.81
440304004,440304400,5786,2.7,8.44
440304004,440305001,2341,14.5,31.07
440304004,440305002,1476,15.59,33.89
440304004,440305003,3481,8.96,22.84
440304004,440305005,420,13.98,38.2
440304004,440305006,1291,15.6,38.03
440304004,440305007,13855,12.7,30.41
440304004,440305008,1641,10.27,36.33
440304004,440305009,2402,13.71,33.64
440304004,440306017,1637,17.77,35.33
