JDBH,440303001,440303002,440303003,440303004,440303005,440303006,440303007,440303008,440303009,440303010,440304001,440304002,440304004,440304005,440304006,440304007,440304008,440304009,440304010,440304011,440304400,440305001,440305002,440305003,440305005,440305006,440305007,440305008,440305009,440306017,440306018,440306020,440306022,440306024,440306026,440306400,440307003,440307006,440307009,440307010,440307011,440307012,440307013,440307014,440307015,440307016,440307017,440308001,440308002,440308003,440308004,440308400,440309002,440309003,440309004,440309006,440310001,440310005,440310401,440311001,440311002
440303001,0,3739.902534005149,1396.5956370924632,3053.860063284321,1500.973255861678,2110.8321373973695,8729.169710569533,7530.561533320741,4325.732185293837,4481.326155080067,1987.7365838547332,1822.821277604404,4498.209093336975,9284.696403988815,9461.176306469328,7866.641760580113,5876.816491706761,3477.9907608230037,6586.037134758706,1779.8792493233295,7355.79490509345,19868.926325532408,22974.778286800574,13719.23956226433,24824.8784654565,22791.547248698153,17108.04931211714,13086.991855271533,17496.74191165576,21841.062411603554,26033.351208322016,34655.428600727435,36129.81283039892,37846.728811286084,23216.6032932397,32367.963643248775,15269.647510806799,32861.19170558263,36585.7689640734,41987.85559914639,44535.071477458456,9953.843916796957,10570.695381056594,8441.948372897212,24731.04866901858,26486.74485578065,15497.648436084915,21451.872855141326,16724.925756181303,11462.20507109982,13361.715260874773,15612.873943693647,10726.842109165906,14668.708186873188,18416.07109649718,20015.175989153973,29140.119734646418,35195.47417306918,30880.618357349103,28482.466626595946,31395.57257265828
440303002,3739.902534005149,0,2353.457903513658,1890.7668170090521,3052.1684533563293,3327.425501165761,5415.304466067072,3825.7107777191445,3713.1663229805176,6342.561798063285,5629.2253223931775,4991.54807456223,8190.021840902341,13021.320116551378,13134.039769609668,11166.736088996568,9482.876786185374,6923.701977566395,10226.963561519577,5490.358704264839,10876.209705221085,23529.019129595126,26712.773241997813,17434.043722902945,28531.764203005983,26503.99536533775,20827.93336415275,16358.912715417413,20636.343762806668,25399.01098231801,29368.612468888212,37638.971447777,38768.347633237834,39863.67123564694,25745.41341761082,35661.17179879401,14291.990754906728,30006.448576475137,32848.8519186615,38266.45453265938,41005.306427473275,8423.729049054273,11672.354257479887,8340.829197247704,22373.257797689876,23396.180901984262,12393.06723874685,17752.068673045826,12993.014214569028,7739.461627877564,9640.139736723127,11873.53112153283,13139.88527053403,16165.072845156948,20390.426927531928,20622.03973150912,25555.312932297595,31851.938806629416,27549.41704226983,29932.865264206106,33220.953290985686
440303003,1396.5956370924632,2353.457903513658,0,1878.749600252165,1394.44904700464,1780.0595952254407,7394.793027240916,6133.968743557824,3563.288838005432,4811.23732356985,3348.797528880767,2774.3924841016537,5886.935869738251,10680.008926344944,10796.041460767521,8989.651958566476,7165.955983916287,4654.8719125002335,7961.253983434139,3137.3324899882446,8690.261834243322,21198.73937319408,24360.258813141543,15083.47713742061,26220.011560374915,24187.326994957002,18476.30294700991,14210.87358096296,18564.561876370626,23115.542659424187,27200.02194862211,35666.88685932889,36993.37792401117,38453.57895935526,24020.694216481308,33517.53416522892,14676.43009346918,31693.714949953155,35191.59087513207,40617.4021172237,43262.56732835231,9120.806532549921,10714.802812560147,8075.09005910135,23711.460352277692,25243.96557398046,14236.81517584654,20056.336251310262,15329.42784666853,10089.668894583507,11990.193601245956,14225.657548447041,11437.848734853815,15011.15256528027,18973.970313303184,20030.078853790852,27765.800677476458,33884.26182868678,29571.56534174962,28850.22209937281,31918.24335188808
440303004,3053.860063284321,1890.7668170090521,1878.749600252165,0,3213.3567685226876,1685.9478092575805,5732.674669949547,4922.274269115867,1975.9397186531,4495.796264626728,5030.265030931053,3655.7822992985703,7464.687363949766,12078.407535146944,11877.326514856355,9600.206383618332,8185.597719695422,5571.591006954997,9580.37609557769,4523.200451815732,10397.619807681891,22195.74243282354,25610.848091092128,16242.932377579185,27679.1396308461,25635.46798333195,19639.689534765417,14729.594932027449,18930.714736473503,23932.81842416129,27733.224692106447,35857.10323277232,36915.74583408548,37973.046634106664,23886.10267255014,33996.10317442679,12989.247455444971,29839.003173547313,33921.059063706125,39546.79642783073,42581.65823862934,7311.562689307461,9812.196924398233,6662.3885761214415,21833.30058777434,23434.408211396876,12443.883578558649,18669.124319555944,14070.05487150393,9119.85438116012,11001.880595839844,13092.820709536789,11290.560223817707,14285.24831058255,18499.87908785016,18870.386628469583,26198.34835779975,32154.3404523765,27838.672677231032,28069.500643935353,31334.022443770806
440303005,1500.973255861678,3052.1684533563293,1394.44904700464,3213.3567685226876,0,3048.808435457899,8417.725170845071,6842.277510588679,4957.632157131617,5853.969664961728,2796.557706769519,3321.6143207827267,5322.531171492694,10224.447927685409,10668.127814205924,9305.73087670708,7190.566272235245,4921.0849528787985,7272.725581817574,3091.6283321754117,7852.961973093557,21056.55699671392,23968.169875825122,14828.348326557412,25606.324821894854,23590.662575253216,18193.80305350856,14512.837363145303,18945.30603899473,23120.753616075734,27419.16105525905,36119.438229125764,37625.88267276537,39334.35805596198,24717.290982131864,33763.37119784807,16069.903151179866,32895.70392059301,35726.147745483584,40968.7318353872,43290.39900018413,10502.768860893706,11889.19130802095,9431.908758855725,25019.802916013414,26368.066766407683,15353.950043193721,20731.75480055191,15916.619371169594,10504.779605932554,12388.961875838528,14715.832938805126,12222.481569912414,16078.660327679665,19891.37196644326,21276.24881384859,28596.851229922897,34892.14149218479,30586.633949166764,29908.192355893425,32866.25429644363
440303006,2110.8321373973695,3327.425501165761,1780.0595952254407,1685.9478092575805,3048.808435457899,0,7267.400647185808,6607.557277137611,2254.0458911988935,3116.883991440364,3853.9056055651226,2033.318368171503,6079.835570260591,10519.305937731719,10213.227798255039,7925.511406909913,6521.365747222303,3907.2493935466237,8201.730574025869,3096.6264740735414,9112.247922150782,20513.707597075834,23970.71117109402,14587.781801817291,26121.48905557312,24073.685038971544,17982.121715894238,13077.349646073273,17319.317557780178,22248.66385235333,26086.59902398141,34312.354424333076,35485.81104114452,36775.35366477189,22478.097627995725,32363.428233996638,13171.235341470825,30946.08904830254,35577.393520457015,41230.14066508152,44241.45805993517,7860.805470500081,8936.022023295418,6407.816887399084,22695.65801058104,24686.209689707463,13760.990097337086,20300.1507631254,15737.717419332346,10801.921897173932,12686.190240984924,14775.99336671786,9868.775572881812,13256.625385031155,17287.94469537662,18257.62836028969,27734.89701752319,33532.624448789655,29216.77393509651,27093.204981851166,30206.463599820396
440303007,8729.169710569533,5415.304466067072,7394.793027240916,5732.674669949547,8417.725170845071,7267.400647185808,0,2512.5058576311467,5619.051453246881,9045.832713388303,10716.594817207728,9300.70503757042,13192.44263723244,17782.558289271758,17394.097105130702,14715.522490083877,13722.99338473141,11131.561854929694,15302.52008085625,10254.663960048625,16079.730606916824,27532.312319933557,31187.9021613092,21782.01149694449,33386.512954557315,31339.574112717135,25162.21716796576,19542.774047382263,23391.89736213428,29027.539489315957,32348.872123140663,39729.078697480836,40168.06279807194,40155.825967812794,27211.076688791138,38458.885423681495,11250.281113474553,24637.28640377606,28478.474145871092,34411.70414111732,38230.01559994512,5635.954774722873,12023.939327123911,7850.938712485404,17335.91252529529,17982.06520811375,6988.633285845242,13128.915331843456,8838.39941968807,5227.771749512126,6720.138543795034,8210.292397150757,15139.172295320199,16511.818488323937,21163.596267807214,19333.780113089506,20473.7267120721,26494.36382350757,22183.79618576494,29520.69514246754,33317.58829976587
440303008,7530.561533320741,3825.7107777191445,6133.968743557824,4922.274269115867,6842.277510588679,6607.557277137611,2512.5058576311467,0,5690.5131936248845,9092.996779677494,9451.120933825538,8547.45279107599,12008.592264946103,16810.507494012538,16775.869058345663,14491.72447070954,13089.035198771084,10480.420859291302,14052.575687000679,9237.77392398728,14690.976626283273,27115.827338677605,30456.07925633207,21123.44945396492,32349.534089883717,30318.953083071036,24521.65156017459,19561.851619883433,23656.75391752208,28842.9895140737,32533.143192022624,40373.922276353245,41124.91291088819,41560.70996989296,28097.69942789003,38752.54668024956,13534.954332519503,26817.587029151367,29072.003279655994,34626.170267648515,37784.16599399058,7705.982159237442,13197.785107498614,9196.08443272975,19774.7465858802,20018.999637224955,9167.553070022266,13928.759115267627,9205.196249602654,4257.629723765703,6107.945560026204,8173.7324883581505,15683.465516161565,17769.98068983579,22301.386157099383,21200.6652791021,21760.111600959932,28216.711128699357,23933.51786184612,31150.81085093102,34777.93407918893
440303009,4325.732185293837,3713.1663229805176,3563.288838005432,1975.9397186531,4957.632157131617,2254.0458911988935,5619.051453246881,5690.5131936248845,0,3469.175247165394,6104.629180943692,4068.993436993341,8243.787998104786,12451.513904000201,11837.696208865067,9098.581687226982,8208.172216482653,5686.682009703984,10352.020153937827,5284.084401843853,11309.094681538647,21914.110441059853,25634.04492446632,16222.051223407178,28000.194677999305,25947.957417855992,19587.001276468327,14000.113337905328,17998.64854419476,23430.452975664335,26909.729732190666,34688.2114952861,35526.64365176367,36306.53373135464,22488.404832759836,33096.86260768965,11114.568200591748,28731.27974842642,34097.52526926076,39978.58054731454,43446.95955430822,5630.159734547194,8001.0136845413,4687.3603225135785,20441.792778551444,22544.743299838632,11696.376466460497,18745.081443591163,14395.941443138949,9931.704588175817,11738.727722292188,13608.383296022486,10002.256965863915,12536.610879884545,16883.769057018217,16923.037597614562,25908.817079955756,31482.61230851387,27170.802956960546,26252.33605929844,29615.16628862828
